Date,Timestamp,Bitcoin,Nvidia,ASML,Samsung,ExxonMobil,TotalEnergies,CNOOC,Siemens,Caterpillar,Toyota,Rheinmetall,Lockheed_Martin,Elbit_Systems,Novartis,United_Health,AstraZeneca,Lotus_Bakeries,Nike,AB_Inbev,ETF_Tech,ETF_Energy,ETF_Industry,ETF_Defense,ETF_Health,ETF_Consumer,ETF_USA,ETF_EU,ETF_WORLD
2020-01-01,2026-04-13 23:46:24,50000.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
2020-01-02,2026-04-13 23:48:04,44311.67423826744,98.9786385503234,100.9758797023962,97.35428631956182,97.14252978975762,101.19524054059544,97.23673271948924,101.03622959829691,97.97630731098192,100.14734577449,99.15956140530682,103.278324866416,101.86524811316526,99.79126866773186,98.77819795355562,99.2143316586708,103.1819403917874,101.93491676955772,102.99932018698084,99.10293485742714,98.52483434994743,99.71996089458962,101.43437812829603,99.26126609331942,102.70539244944199,99.68148587343205,100.94422151897078,100.12479446217027
2020-01-03,2026-04-13 23:48:04,42270.63520950491,98.65393824672896,101.42965218574808,96.12665064951952,99.9849341624402,99.69656561184551,96.79039800538736,102.97212903678988,100.44822430963326,101.99413624977552,95.78079052838164,101.90358829878149,101.19200886472969,97.16153900072123,101.24004369718584,96.8451459694672,104.59275121252156,100.53764938101104,100.68365228280024,98.73674702733219,98.8239659265577,101.80482986539955,99.62546256396428,98.41557622245809,101.93801762544427,100.4613963492968,99.89527822853442,99.89076653852601
2020-01-04,2026-04-13 23:48:04,46095.123722596974,95.2911243393524,98.43300884350796,94.05593415586787,97.52729902719813,101.82298565627552,97.31327028219144,103.3439322954396,98.55201388436252,98.60836753947912,92.66276713810396,101.86102917422518,100.78359816773064,95.10280958963332,103.77465119205289,96.11884845630166,102.47008148046024,97.6182925232952,103.21175513143385,95.92668911290941,98.8878516552217,100.16810457309374,98.43579816001993,98.33210307932929,101.1000430450631,99.10406835674773,99.14577357389452,98.80843160427285
2020-01-05,2026-04-13 23:48:04,47707.30507827928,97.39267661636764,97.1804588943957,93.82434847021844,95.00851773183513,98.73800593852869,94.96436439687822,103.73186868551558,95.2177111036598,97.11092993369463,89.92409132422527,103.00348956355576,98.80579538363456,91.98740057007328,102.30867062646858,96.48962943575198,104.1201845427028,98.14107381720524,100.9464457031164,96.13249466032725,96.23696268908067,98.68683657429,97.24445875713853,96.92856687743127,101.06923468767481,98.51202324318201,97.88976063678871,97.7164257076571
2020-01-06,2026-04-13 23:48:04,42794.62970462783,100.69603821146984,99.37736474997614,96.18375408475936,95.16653069022028,96.40498037016523,97.936293330166,101.60675456559072,94.9584519226143,95.946802265241,88.97551907116424,103.91468621220992,96.38383012671594,89.25553205419128,104.39843237487392,95.33074092106732,101.05348039970458,94.81486208715384,102.3527409645691,98.75238568206845,96.50260146351718,97.50400291781534,96.42467847003003,96.32823511671084,99.40702781714249,98.99150024975701,96.79463913705358,97.48648857788072
2020-01-07,2026-04-13 23:48:04,46254.76977163648,102.64641994201448,100.32287025384102,99.5384763769221,96.74205259536096,93.46100872375568,96.56112123137773,101.36377548728494,97.713443701463,95.52954033249158,89.23730312241109,102.35622375410414,99.75503634008804,91.88514735890392,105.91226167519908,95.82227977300217,103.21373820196084,96.26638080051062,104.0976815643676,100.83592219092587,95.58806085016478,98.2022531737465,97.11618773886777,97.87322960236838,101.19260018894636,100.27279707810872,97.42547556069091,98.4680422908366
2020-01-08,2026-04-13 23:48:04,42524.072284204405,100.4097548712289,102.42695174544788,99.6958201817558,95.88502781524504,96.03974841248844,98.1209445201687,100.02957445804526,97.58262357182316,92.4354699889441,86.64605132695868,101.23344618097424,100.19012460710002,92.63754592465553,106.32661994579436,98.50002170328212,102.75987681734992,93.738575918252,103.40102760027042,100.84417559947752,96.68190691596739,96.68255600627084,96.02320737167764,99.15472919124402,99.96649344529078,99.19600805055295,97.80509974856228,98.2255114216547
2020-01-09,2026-04-13 23:48:04,37761.79069795291,99.64194112345746,101.53267926463695,97.29586009790889,97.83200828036529,99.31229815278742,96.47971961112556,99.3218021276843,94.85774407889376,93.23623601986093,84.86827093668671,103.35156029336169,102.42909602865704,90.53536333512434,108.78256861507472,101.42529798648062,105.32867218088676,94.83703953228591,103.3930654668376,99.49016016200109,97.87467534809275,95.80526074214633,96.88297575290181,100.24774331222655,101.18625906000342,99.88381032057315,98.21468118139059,98.58117906289533
2020-01-10,2026-04-13 23:48:04,39854.79446094647,97.92777195656495,103.05643354684614,97.19805357172854,96.98018862818222,96.71919473875938,97.98969715718565,98.02373504673112,92.24345959142124,93.96081051312692,86.99602151073994,102.46155608610944,103.89037299749468,90.49700828254844,106.94043780892456,102.32952342639528,105.13890559243043,92.6421461509082,102.01748544588766,99.39408635837988,97.22969350804242,94.74266838375975,97.7826501981147,99.92232317262277,99.9328457297421,98.19926003701845,98.0972884487923,98.16737789177694
2020-01-11,2026-04-13 23:48:04,44543.15415972028,95.29931188263272,103.85012563061017,98.7011943860493,94.08397504993532,100.0971193520142,97.1097374361817,97.35090063271728,94.03341384782738,96.00007371446044,87.3064124001573,102.28538146703109,105.44750684215629,89.1512775924796,110.45358893752793,101.00602155191054,102.95239487878035,94.99720328048755,102.17584465510453,99.28354396643073,97.09694394604374,95.7947960650017,98.34643356978155,100.20362936063935,100.04181427145748,98.52547907757366,97.98626208672175,98.46119352989243
2020-01-12,2026-04-13 23:49:23,40302.164216951016,104.50952600363736,118.6125539911446,95.40123056709186,93.84898578663464,112.4106513101826,99.62877788757672,111.2897026921912,94.2442915458546,93.23614954061678,96.68218727153985,99.8954261101752,108.78706254595149,98.6287455165454,108.79134467264328,112.21132390451336,117.3653047957674,92.66189625285573,111.53267626097228,106.17443685395794,101.96280499479799,99.59004792622086,101.78822530922218,106.54380469790067,107.18662576986515,98.99191172863347,109.84164321785708,103.8743242586608
2020-01-13,2026-04-13 23:49:23,35969.480251781235,106.3073020237831,118.92256880299522,97.87780508194814,95.8661556617073,113.04613966212264,97.61531931182576,113.40242541408946,94.79889300917976,96.02034350960594,98.3733824563586,100.19602004695152,105.38290182378611,97.81227672291726,111.78396853503212,109.40728954005772,114.9340385231404,92.2010278411916,108.94787632817668,107.70255863624214,102.17587154521857,101.40722064429173,101.31743477569874,106.3345115993357,105.3609808975029,100.19222785297423,109.35574968123225,104.04976301638163
2020-01-14,2026-04-13 23:49:23,36159.33196280002,105.9989190930655,121.49260819239262,98.5253988064826,94.0128758088044,113.97262274856772,100.28299053784907,114.35267680989612,95.5018273629156,92.7392816921058,100.81310173555424,96.79087885838813,108.86386373344308,100.45780679407386,114.72388746580808,111.03996042519806,115.3960323352947,90.41857294556024,109.69592968155624,108.67230869731357,102.7561630317404,100.86459528830585,102.15594810912849,108.74055156169334,105.17017832080371,99.57449358909032,110.9025923403167,104.72662416816422
2020-01-15,2026-04-13 23:49:23,38417.188538946655,103.35307187388052,123.95971352053256,100.97736010055836,92.1778346981476,110.32036423359918,98.61356737180344,112.5697357440854,96.13849574024444,94.3642578148348,103.3685957135678,93.79609458377284,109.33369519981105,102.68140698133706,115.48901799992632,114.7607318198752,118.2538341296422,92.6239019887775,106.83473102033037,109.43004849832381,100.37058876785007,101.02416309972155,102.16612849905056,110.97705226704619,105.90415571291669,98.9297361474582,111.59363914537123,104.97868947415148
2020-01-16,2026-04-13 23:49:23,36429.464044955326,100.40522825735084,125.105779644299,98.35162778247005,94.55269751771704,108.81838775203346,95.39606544068003,111.08239428638348,94.6853735618492,94.83407122211952,104.61788085045175,92.93647407518009,112.93553961263608,103.30774202487552,118.86451112904751,111.4436377336097,117.87464853833409,92.19732036610142,104.47214714409144,107.95421189470663,99.58905023681018,100.20061302345073,103.49663151275597,111.2052969625109,104.8480386828423,98.94026748454102,110.84032724675981,104.54897371884613
2020-01-17,2026-04-13 23:49:23,34424.41354328499,102.15800596703546,121.66180923140996,95.91038008021528,95.54224563478742,107.1920733175932,95.25216789069592,109.85895474917037,91.95343594454631,95.69652520411272,104.32097413726363,92.8384316498953,111.72682876618988,105.44646583950116,120.9068375641779,109.24081652506524,115.6650687950558,89.97948491522288,106.57470792731736,106.57673175955357,99.32882894769217,99.1696386326098,102.9620781844496,111.86470664291477,104.07308721253202,98.89640694594421,109.99510881529709,103.99584522995866
2020-01-18,2026-04-13 23:49:23,34510.86983022833,104.06479298102116,120.21524460928596,96.11713901910258,93.01264322388757,106.42133825285826,92.09338447954134,113.68497389375916,93.59991653111108,95.14834631932167,105.31755638688723,89.93949774276425,113.5004293334176,103.57253803450288,120.6817816822301,110.96361719373604,113.97083899082068,88.19083245809988,110.2849872373874,106.79905886980323,97.17578865209572,100.81107891473063,102.91916115435636,111.73931230348967,104.14888622876931,98.24824410318566,110.55388682490471,103.93221435387416
2020-01-19,2026-04-13 23:49:23,38257.46510024697,101.99258777425796,118.15361283065512,95.61239033768013,93.1617970707351,108.12755783006172,89.19538056885555,114.50669490618908,91.39617276736216,97.8037474238597,107.233887241473,87.72468895035642,113.27030708867032,106.72555325011795,117.89412544858844,108.35676260334093,111.50586323552378,88.581343345378,114.07138237575752,105.25286364753106,96.82824515655079,101.23553836580363,102.74296109349991,110.99214710068243,104.71952965221976,96.79178589277967,111.08516428413989,103.62854750271461
2020-01-20,2026-04-13 23:49:23,40818.8274794922,98.98560931638256,119.82973761754576,98.01492278555077,94.84432328402208,110.5950077313625,91.31725420203904,117.74779531739968,92.58872078372256,94.88960413458504,109.15822366133553,88.7433044661197,113.2658882740432,109.05114993653557,116.96484831173318,105.93975040098456,110.69269007766682,87.2961873175993,111.73128429634733,105.61008990649303,98.9188617391412,101.7420400785691,103.72247213383281,110.65191621641777,103.24005389720448,96.57049891326324,111.84320487989721,103.98090566194307
2020-01-21,2026-04-13 23:49:23,43439.51765188588,95.8768785299911,118.38539852127776,100.24448801036738,96.56418064043984,109.07674605623473,92.0951283777993,114.54537837683478,91.36262011514846,96.05546118524202,112.02831706030616,91.15835877716091,114.64922595019893,110.66021085197217,117.82043143004977,103.26644320972676,112.40637541553924,85.56601313589138,114.43884094016808,104.83558835387875,99.2453516914913,100.6544865590751,105.94530059588867,110.5823618305829,104.13707649719957,96.39141377144692,111.85096380400746,104.2333609213527
2020-01-22,2026-04-13 23:49:41,47715.01190255422,98.16265733337256,116.93224130696,102.9440726836332,98.86069609681256,111.39017290048744,93.17277102380524,116.26283160811288,93.65329545082432,97.35360417982102,109.71095519720429,89.44598886296572,111.60845588057713,111.6202359676462,116.24567452274847,105.64442574084914,114.32485254348022,88.27599842641376,112.75378989439945,106.01299044132192,101.14121334036842,102.42324374625274,103.5884666469157,111.17011207708127,105.11821362143114,97.44071844885623,112.32993814489245,104.90903997889521
2020-01-23,2026-04-13 23:49:41,44205.28961163521,94.7965993749166,115.45794720300783,99.87158643770044,99.85611148520478,114.50742839476358,96.3086248768146,116.87936710711594,90.52604028953792,94.7519114042707,109.24342462889612,89.22386174652057,112.28984139639208,111.13987772315036,115.98713355653108,107.83472974552087,110.4781955369928,90.46313770668084,110.4303352710679,103.37537767187496,103.55738825226099,100.71910626697485,103.58570925726958,111.65391367506743,103.79055617158052,96.8088140265653,111.99641320131443,104.44700854917139
2020-01-24,2026-04-13 23:49:41,46072.79061916421,97.14552781943142,117.4673029912894,98.5950847083751,97.36686133297076,113.92751741194678,97.43000813305169,115.95748341580504,93.6619842077466,92.31643118969716,106.06147375430172,89.25191806746929,112.41829587182762,113.90636048613672,112.2526975820405,105.49172981576696,109.14326614378244,87.53485664536983,111.42934931533289,104.4026385063653,102.90812895932307,100.64529960441627,102.57722923119955,110.5502626279814,102.70249070149505,96.2023076091714,111.67306041679524,103.9643416051301
2020-01-25,2026-04-13 23:49:41,43414.59924764926,99.24924277084232,121.4888974707414,99.77469663481511,96.6763189049961,115.58896037775912,94.27584463243475,114.91848111201278,90.53445125405324,92.27898071372964,107.7504693244888,86.51409465213673,114.79840413025153,114.164731528165,109.99850539625392,104.2340268935652,109.25935972619106,87.91716017895219,108.93137895500448,106.83761229213296,102.18037463839666,99.24397102659856,103.02098936895902,109.46575460599472,102.0359662867159,95.14829552620574,112.04203817349098,103.79744470313297
2020-01-26,2026-04-13 23:49:41,43648.28449885106,98.81007276369326,123.9618522405006,103.09199455597653,95.145892501945,118.76512611149676,91.6785606705448,110.9784817565706,92.12054568939536,94.85615147028886,108.09378734062646,88.48600478736567,111.15436920364648,115.22258497114112,112.65791124441284,107.6681758733923,110.7694201706038,89.63006081152237,105.39339569067756,108.6213065200568,101.86319309466218,99.31839297208494,102.57805377721287,111.84955736298208,101.93095889093458,96.14174796638908,112.60660301937615,104.36024376965558
2020-01-27,2026-04-13 23:49:41,47809.96952070335,98.45976539348015,120.59356192647688,100.39583774767978,98.37313136804724,117.92732177985836,88.48510387049384,109.18553607743324,92.37235477997888,92.4335568064141,109.29313773801805,88.04796729735375,111.14780396024622,113.73134478139671,111.89695962098394,105.58948933844752,108.54536923230474,89.7979345301765,106.32736463544158,106.48305502254561,101.59518567279981,97.9971492212754,102.82963633187268,110.40593124694271,101.55688946597428,96.49135216500342,111.39914068867213,103.47797449356841
2020-01-28,2026-04-13 23:49:41,47000.91074830002,101.20820621578343,120.3633462267488,97.70208155737473,95.29174289672096,118.76875002579106,91.06822523908018,106.76675148179046,89.95842438302451,91.194140695786,111.4461649164133,88.70625437478367,109.36214279982076,117.54769340867566,108.15670925095462,108.3112222774691,107.08647777650376,90.86056069427885,105.30256136448406,106.42454466663565,101.70957272053073,95.97310552020032,103.17152069700592,111.33854164569978,101.0831999450889,95.69698296925766,111.94912093473452,103.28341419919356
2020-01-29,2026-04-13 23:49:41,41524.44353653749,102.26430247871184,122.39599764765804,97.96886052916528,92.5446335901778,122.8599263457844,93.25014621336408,108.51686603798484,90.45573392807404,90.21650061401722,108.39874778500224,88.19471376039681,106.22018822261978,117.84313160090676,105.21209154633964,111.16165248561984,106.1896276827952,88.79159462993533,106.36917102533955,107.54305355184505,102.88490204977542,96.39636686002537,100.93788325600627,111.4056252109554,100.45013111269003,94.57717832227257,112.96689007638636,103.26966034021626
2020-01-30,2026-04-13 23:49:41,38714.19042855375,99.41955942539776,123.05859745494854,95.92901855034934,93.2082592203176,124.58872313618056,95.21707209083588,106.836178670903,89.35274187782663,87.11009574625594,105.4339592437076,90.1038770279118,105.48346994298848,120.54719194066672,106.2146136941512,111.53185504802342,106.90093056354767,87.52929697615765,108.14036478938688,106.13572514356521,104.33801814911135,94.43300543166185,100.3404354048693,112.7645535609471,100.85686410969741,94.30472470362712,113.37972510592056,103.14476696664204
